Rank,Length,Released,BPM,Key,Genre,Label,Date,Track_ID
24,6:51,2020-04-03,126.0,A♯ min,Tech House,Glasgow Underground,2020-07-28,13304611.0
25,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-07-28,13826608.0
26,7:16,2020-05-29,120.0,D min,Melodic House & Techno,Siamese,2020-07-28,13614894.0
27,6:09,2020-07-24,122.0,D♯ min,House,Defected,2020-07-28,13915929.0
28,5:21,2020-07-16,85.0,A♯ min,Drum & Bass,Hospital Records,2020-07-28,13910526.0
29,3:22,2020-07-03,127.0,A min,Bass House,Musical Freedom,2020-07-28,13764976.0
30,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-07-28,13778040.0
31,5:11,2020-07-17,124.0,F maj,Tech House,DIRTYBIRD,2020-07-28,13900949.0
32,5:54,2020-06-05,126.0,A♯ min,Tech House,Repopulate Mars,2020-07-28,13614826.0
33,5:26,2020-02-21,124.0,D min,House,HouseU,2020-07-28,13098550.0
34,8:25,2020-07-17,130.0,A♯ maj,Techno (Peak Time / Driving),Drumcode,2020-07-28,13857875.0
35,6:24,2020-06-11,135.0,C maj,Techno (Peak Time / Driving),KNTXT,2020-07-28,13636228.0
36,7:44,2020-04-17,122.0,A min,Melodic House & Techno,RCA Records Label,2020-07-28,13358612.0
37,5:20,2020-05-15,126.0,A♯ maj,Tech House,Black Book Records,2020-07-28,13576310.0
38,7:04,2020-07-24,124.0,F♯ min,Melodic House & Techno,Fayer,2020-07-28,13845240.0
39,6:20,2020-07-08,123.0,F min,Indie Dance,Counter Records,2020-07-28,13891474.0
40,8:21,2020-05-29,124.0,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-07-28,13579243.0
41,7:37,2020-06-29,129.0,F♯ min,Techno (Peak Time / Driving),Drumcode,2020-07-28,13774828.0
42,6:44,2020-06-26,133.0,A♯ maj,Techno (Peak Time / Driving),Filth on Acid,2020-07-28,13750903.0
43,6:52,2020-05-08,128.0,G♯ maj,Techno (Peak Time / Driving),1605,2020-07-28,13448171.0
44,4:57,2020-07-20,87.0,B min,Drum & Bass,V Recordings,2020-07-28,13814438.0
45,7:09,2020-07-06,128.0,D♯ min,Techno (Peak Time / Driving),SubVision,2020-07-28,13748520.0
46,5:42,2020-07-03,124.0,A maj,House,There Was Jack,2020-07-28,13784893.0
47,7:08,2020-03-13,130.0,E min,Techno (Peak Time / Driving),Perfekt Groove Recordings,2020-07-28,13233333.0
48,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-07-28,13270039.0
49,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-07-28,13822322.0
50,7:22,2020-05-01,123.0,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-07-28,13527555.0
51,6:51,2020-07-17,122.0,A♯ maj,Progressive House,Anjunadeep,2020-07-28,13857948.0
52,7:03,2020-07-06,123.0,G maj,Progressive House,MIR MUSIC,2020-07-28,13418144.0
53,4:29,2020-07-24,175.0,B min,Drum & Bass,Overview Music,2020-07-28,13910218.0
54,8:08,2020-05-29,122.0,A♯ min,Melodic House & Techno,Keinemusik,2020-07-28,13602015.0
55,5:10,2020-05-15,124.0,C min,Dance,Ultra,2020-07-28,13544804.0
56,6:37,2020-05-25,132.0,C♯ min,Techno (Peak Time / Driving),Fe Chrome,2020-07-28,13591419.0
57,7:54,2020-07-10,122.0,A min,Organic House / Downtempo,All Day I Dream ,2020-07-28,13812377.0
58,8:17,2020-06-26,123.0,G maj,Organic House / Downtempo,Mobilee Records,2020-07-28,13731107.0
59,6:20,2020-05-29,123.0,E min,Nu Disco / Disco,Different,2020-07-28,13601981.0
60,7:30,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Terminal M,2020-07-28,13743538.0
61,6:11,2020-07-23,125.0,G min,Melodic House & Techno,Ellum,2020-07-28,13948878.0
62,4:48,2020-06-05,122.0,D♯ maj,Funky / Groove / Jackin' House,Rawtone Black,2020-07-28,13635704.0
63,6:46,2020-06-11,123.0,G min,Melodic House & Techno,Odd One Out,2020-07-28,13689567.0
64,4:53,2020-05-29,126.0,A min,Tech House,Club Sweat,2020-07-28,13508237.0
65,7:17,2020-06-05,126.0,F maj,Deep House,Heist Recordings,2020-07-28,13616618.0
66,5:25,2020-07-03,126.0,A min,Tech House,Hood Politics Records,2020-07-28,13827702.0
67,7:55,2020-05-22,126.0,B min,Melodic House & Techno,Mouseville,2020-07-28,13611188.0
68,6:27,2020-06-18,125.0,D min,Tech House,Moon Harbour Recordings,2020-07-28,13676861.0
69,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-07-28,13798519.0
70,7:19,2020-07-20,128.0,D maj,Tech House,Different,2020-07-28,13923760.0
71,4:26,2020-07-16,126.0,F♯ min,Big Room,Parlophone (France),2020-07-28,13962433.0
72,5:57,2020-07-17,125.0,A min,Tech House,Repopulate Mars,2020-07-28,13833368.0
73,7:01,2020-07-10,128.0,D min,Minimal / Deep Tech,Locus,2020-07-28,13797280.0
74,3:24,2020-07-24,175.0,E min,Drum & Bass,Crucast,2020-07-28,13911421.0
75,4:13,2020-07-02,174.0,E min,Drum & Bass,Technique Recordings,2020-07-28,13814025.0
76,7:17,2020-03-13,124.0,C♯ maj,House,Different,2020-07-28,13224643.0
77,5:41,2020-07-17,125.0,D maj,Tech House,Sink or Swim,2020-07-28,13846891.0
78,7:42,2020-07-03,138.0,D♯ min,Trance,Amsterdam Trance Records (RazNitzanMusic),2020-07-28,13822835.0
79,4:36,2020-02-21,120.0,A maj,Nu Disco / Disco,Prison Entertainment,2020-07-28,13201928.0
80,7:26,2020-07-17,127.0,G♯ maj,House,LTF Records,2020-07-28,13877904.0
81,6:16,2020-07-17,125.0,C maj,Tech House,House Heroes Music,2020-07-28,13814698.0
82,6:16,2020-07-10,124.0,D♯ min,House,Different,2020-07-28,13829186.0
83,4:53,2020-06-12,86.0,F maj,Drum & Bass,Symmetry Recordings,2020-07-28,13621736.0
84,5:05,2020-04-17,126.0,D♯ min,Dance,Virgin,2020-07-28,13459197.0
85,6:43,2020-07-23,128.0,F min,Melodic House & Techno,Ellum,2020-07-28,13948877.0
86,7:43,2020-07-17,130.0,C min,Techno (Peak Time / Driving),Drumcode,2020-07-28,13857876.0
87,6:13,2020-07-10,127.0,G♯ min,Tech House,Armada Subjekt,2020-07-28,13806173.0
88,6:12,2020-06-05,125.0,G♯ min,Progressive House,Armada Music,2020-07-28,13616384.0
89,9:14,2020-07-10,122.0,F maj,Organic House / Downtempo,All Day I Dream ,2020-07-28,13812379.0
90,6:02,2020-06-15,123.0,A min,Deep House,Stripped Digital,2020-07-28,13562146.0
91,4:31,2020-05-29,175.0,C maj,Drum & Bass,Cult.ure,2020-07-28,13678126.0
92,6:13,2020-07-17,124.0,A min,House,Bambossa Records,2020-07-28,13880461.0
93,8:08,2020-07-10,123.0,G min,Melodic House & Techno,Siamese,2020-07-28,13812538.0
94,6:02,2020-06-19,127.0,A min,Minimal / Deep Tech,Repopulate Mars,2020-07-28,13687816.0
95,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-07-28,13962442.0
96,6:16,2020-07-06,128.0,A min,Techno (Peak Time / Driving),Prospect Records,2020-07-28,13709828.0
97,5:29,2020-07-01,86.0,D♯ maj,Drum & Bass,UKF,2020-07-28,13827605.0
98,7:25,2020-04-27,130.0,A min,Techno (Peak Time / Driving),Terminal M,2020-07-28,13300094.0
99,7:38,2020-07-10,130.0,F maj,House,Defected,2020-07-28,13850754.0
100,5:56,2020-06-26,122.0,G min,Afro House,Watergate Records,2020-07-28,13790711.0
1,6:22,2020-06-26,126.0,B min,House,Defected,2020-07-30,13775146.0
2,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-07-30,13739724.0
3,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-07-30,13602183.0
4,6:17,2020-07-17,128.0,B min,House,Defected,2020-07-30,13683546.0
5,5:59,2020-07-03,122.0,A min,House,Club Sweat,2020-07-30,13734946.0
6,5:18,2020-06-26,122.0,D min,Tech House,SOLOTOKO,2020-07-30,13732876.0
7,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-07-30,13950938.0
8,6:11,2020-06-05,126.0,A min,Tech House,Sola,2020-07-30,13632838.0
9,5:45,2020-06-26,128.0,A min,Minimal / Deep Tech,Solid Grooves Raw,2020-07-30,13663462.0
10,4:25,2020-07-23,88.0,A♯ min,Drum & Bass,Souped Up Records,2020-07-30,13944277.0
11,6:46,2020-06-05,126.0,F min,House,Nothing Else Matters,2020-07-30,13577515.0
12,6:13,2020-07-06,131.0,G min,Tech House,Solid Grooves Raw,2020-07-30,13901197.0
13,6:36,2020-07-07,121.0,A♯ min,Melodic House & Techno,Anjunadeep,2020-07-30,13796725.0
14,6:09,2020-07-24,122.0,D♯ min,House,Defected,2020-07-30,13915929.0
15,5:08,2020-05-29,125.0,D min,House,Defected,2020-07-30,13591932.0
16,5:09,2020-05-22,124.0,E min,House,There Was Jack,2020-07-30,13496482.0
17,7:04,2020-07-24,124.0,F♯ min,Melodic House & Techno,Fayer,2020-07-30,13845240.0
18,6:14,2020-07-03,128.0,F♯ min,Techno (Peak Time / Driving),Anjunabeats,2020-07-30,13822544.0
19,4:40,2020-04-24,125.0,A min,Tech House,Sink or Swim,2020-07-30,13395227.0
20,6:53,2020-06-26,122.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-07-30,13802708.0
21,7:23,2020-07-17,122.0,F♯ maj,Melodic House & Techno,AFTR:HRS,2020-07-30,13822880.0
22,6:08,2020-07-17,122.0,A min,House,Toolroom,2020-07-30,13855552.0
23,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-07-30,13826608.0
24,6:10,2020-06-19,122.0,G♯ min,House,Altra Moda,2020-07-30,13667383.0
25,4:31,2020-06-12,125.0,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-07-30,13480274.0
26,4:17,2020-07-02,125.0,B min,House,Techne,2020-07-30,13809381.0
27,6:51,2020-04-03,126.0,A♯ min,Tech House,Glasgow Underground,2020-07-30,13304611.0
28,7:16,2020-05-29,120.0,D min,Melodic House & Techno,Siamese,2020-07-30,13614894.0
29,8:25,2020-07-17,130.0,A♯ maj,Techno (Peak Time / Driving),Drumcode,2020-07-30,13857875.0
30,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-07-30,13778040.0
31,4:29,2020-07-24,175.0,B min,Drum & Bass,Overview Music,2020-07-30,13910218.0
32,5:11,2020-07-17,124.0,F maj,Tech House,DIRTYBIRD,2020-07-30,13900949.0
33,6:24,2020-06-11,135.0,C maj,Techno (Peak Time / Driving),KNTXT,2020-07-30,13636228.0
34,6:20,2020-07-08,123.0,F min,Indie Dance,Counter Records,2020-07-30,13891474.0
35,5:26,2020-02-21,124.0,D min,House,HouseU,2020-07-30,13098550.0
36,6:11,2020-07-23,125.0,G min,Melodic House & Techno,Ellum,2020-07-30,13948878.0
37,5:21,2020-07-16,85.0,A♯ min,Drum & Bass,Hospital Records,2020-07-30,13910526.0
38,5:54,2020-06-05,126.0,A♯ min,Tech House,Repopulate Mars,2020-07-30,13614826.0
39,8:21,2020-05-29,124.0,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-07-30,13579243.0
40,5:20,2020-05-15,126.0,A♯ maj,Tech House,Black Book Records,2020-07-30,13576310.0
41,3:22,2020-07-03,127.0,A min,Bass House,Musical Freedom,2020-07-30,13764976.0
42,7:44,2020-04-17,122.0,A min,Melodic House & Techno,RCA Records Label,2020-07-30,13358612.0
43,7:37,2020-06-29,129.0,F♯ min,Techno (Peak Time / Driving),Drumcode,2020-07-30,13774828.0
44,6:51,2020-07-17,122.0,A♯ maj,Progressive House,Anjunadeep,2020-07-30,13857948.0
45,6:52,2020-05-08,128.0,G♯ maj,Techno (Peak Time / Driving),1605,2020-07-30,13448171.0
46,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-07-30,13270039.0
47,7:30,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Terminal M,2020-07-30,13743538.0
48,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-07-30,13822322.0
49,7:09,2020-07-06,128.0,D♯ min,Techno (Peak Time / Driving),SubVision,2020-07-30,13748520.0
50,6:44,2020-06-26,133.0,A♯ maj,Techno (Peak Time / Driving),Filth on Acid,2020-07-30,13750903.0
51,3:24,2020-07-24,175.0,E min,Drum & Bass,Crucast,2020-07-30,13911421.0
52,4:57,2020-07-20,87.0,B min,Drum & Bass,V Recordings,2020-07-30,13814438.0
53,7:22,2020-05-01,123.0,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-07-30,13527555.0
54,8:08,2020-05-29,122.0,A♯ min,Melodic House & Techno,Keinemusik,2020-07-30,13602015.0
55,5:10,2020-05-15,124.0,C min,Dance,Ultra,2020-07-30,13544804.0
56,5:42,2020-07-03,124.0,A maj,House,There Was Jack,2020-07-30,13784893.0
57,8:17,2020-06-26,123.0,G maj,Organic House / Downtempo,Mobilee Records,2020-07-30,13731107.0
58,7:08,2020-03-13,130.0,E min,Techno (Peak Time / Driving),Perfekt Groove Recordings,2020-07-30,13233333.0
59,6:20,2020-05-29,123.0,E min,Nu Disco / Disco,Different,2020-07-30,13601981.0
60,6:43,2020-07-23,128.0,F min,Melodic House & Techno,Ellum,2020-07-30,13948877.0
61,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-07-30,13962442.0
62,7:03,2020-07-06,123.0,G maj,Progressive House,MIR MUSIC,2020-07-30,13418144.0
63,6:37,2020-05-25,132.0,C♯ min,Techno (Peak Time / Driving),Fe Chrome,2020-07-30,13591419.0
64,7:54,2020-07-10,122.0,A min,Organic House / Downtempo,All Day I Dream ,2020-07-30,13812377.0
65,7:52,2020-07-24,120.0,A min,Melodic House & Techno,VOD,2020-07-30,13915036.0
66,7:01,2020-07-10,128.0,D min,Minimal / Deep Tech,Locus,2020-07-30,13797280.0
67,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-07-30,13798519.0
68,4:48,2020-06-05,122.0,D♯ maj,Funky / Groove / Jackin' House,Rawtone Black,2020-07-30,13635704.0
69,6:46,2020-06-11,123.0,G min,Melodic House & Techno,Odd One Out,2020-07-30,13689567.0
70,5:25,2020-07-03,126.0,A min,Tech House,Hood Politics Records,2020-07-30,13827702.0
71,7:17,2020-06-05,126.0,F maj,Deep House,Heist Recordings,2020-07-30,13616618.0
72,4:26,2020-07-16,126.0,F♯ min,Big Room,Parlophone (France),2020-07-30,13962433.0
73,7:55,2020-05-22,126.0,B min,Melodic House & Techno,Mouseville,2020-07-30,13611188.0
74,4:36,2020-02-21,120.0,A maj,Nu Disco / Disco,Prison Entertainment,2020-07-30,13201928.0
75,7:42,2020-07-03,138.0,D♯ min,Trance,Amsterdam Trance Records (RazNitzanMusic),2020-07-30,13822835.0
76,7:19,2020-07-20,128.0,D maj,Tech House,Different,2020-07-30,13923760.0
77,6:02,2020-06-15,123.0,A min,Deep House,Stripped Digital,2020-07-30,13562146.0
78,4:53,2020-05-29,126.0,A min,Tech House,Club Sweat,2020-07-30,13508237.0
79,7:17,2020-03-13,124.0,C♯ maj,House,Different,2020-07-30,13224643.0
80,8:08,2020-07-10,123.0,G min,Melodic House & Techno,Siamese,2020-07-30,13812538.0
81,4:13,2020-07-02,174.0,E min,Drum & Bass,Technique Recordings,2020-07-30,13814025.0
82,5:41,2020-07-17,125.0,D maj,Tech House,Sink or Swim,2020-07-30,13846891.0
83,5:05,2020-04-17,126.0,D♯ min,Dance,Virgin,2020-07-30,13459197.0
84,6:27,2020-06-18,125.0,D min,Tech House,Moon Harbour Recordings,2020-07-30,13676861.0
85,6:13,2020-07-17,124.0,A min,House,Bambossa Records,2020-07-30,13880461.0
86,6:16,2020-07-17,125.0,C maj,Tech House,House Heroes Music,2020-07-30,13814698.0
87,9:14,2020-07-10,122.0,F maj,Organic House / Downtempo,All Day I Dream ,2020-07-30,13812379.0
88,6:16,2020-07-10,124.0,D♯ min,House,Different,2020-07-30,13829186.0
89,6:16,2020-07-24,130.0,E min,Techno (Peak Time / Driving),1605,2020-07-30,13807807.0
90,5:34,2020-07-10,133.0,D min,Techno (Raw / Deep / Hypnotic),UNCAGE,2020-07-30,13819650.0
91,7:26,2020-06-17,120.0,C♯ maj,Melodic House & Techno,Rumors,2020-07-30,13687742.0
92,7:25,2020-04-27,130.0,A min,Techno (Peak Time / Driving),Terminal M,2020-07-30,13300094.0
93,7:26,2020-07-17,127.0,G♯ maj,House,LTF Records,2020-07-30,13877904.0
94,7:02,2020-07-16,122.0,D min,Deep House,Heat Up Music,2020-07-30,13836613.0
95,5:38,2020-07-13,125.0,D min,Minimal / Deep Tech,Moan,2020-07-30,13906513.0
96,6:13,2020-07-10,127.0,G♯ min,Tech House,Armada Subjekt,2020-07-30,13806173.0
97,4:23,2020-07-24,175.0,E min,Drum & Bass,Simula Music,2020-07-30,13944262.0
98,5:22,2020-07-06,128.0,A min,Techno (Peak Time / Driving),Le Club Records,2020-07-30,13772405.0
99,6:02,2020-06-19,127.0,A min,Minimal / Deep Tech,Repopulate Mars,2020-07-30,13687816.0
100,4:53,2020-06-12,86.0,F maj,Drum & Bass,Symmetry Recordings,2020-07-30,13621736.0
1,6:22,2020-06-26,126.0,B min,House,Defected,2020-08-03,13775146.0
2,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-08-03,13739724.0
3,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-08-03,13950938.0
4,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-08-03,13602183.0
5,6:17,2020-07-17,128.0,B min,House,Defected,2020-08-03,13683546.0
6,5:59,2020-07-03,122.0,A min,House,Club Sweat,2020-08-03,13734946.0
7,5:18,2020-06-26,122.0,D min,Tech House,SOLOTOKO,2020-08-03,13732876.0
8,6:36,2020-07-07,121.0,A♯ min,Melodic House & Techno,Anjunadeep,2020-08-03,13796725.0
9,6:46,2020-06-05,126.0,F min,House,Nothing Else Matters,2020-08-03,13577515.0
10,6:11,2020-06-05,126.0,A min,Tech House,Sola,2020-08-03,13632838.0
11,7:04,2020-07-24,124.0,F♯ min,Melodic House & Techno,Fayer,2020-08-03,13845240.0
12,6:09,2020-07-24,122.0,D♯ min,House,Defected,2020-08-03,13915929.0
13,6:14,2020-07-03,128.0,F♯ min,Techno (Peak Time / Driving),Anjunabeats,2020-08-03,13822544.0
14,5:45,2020-06-26,128.0,A min,Minimal / Deep Tech,Solid Grooves Raw,2020-08-03,13663462.0
15,4:29,2020-07-24,175.0,B min,Drum & Bass,Overview Music,2020-08-03,13910218.0
16,7:16,2020-07-27,120.0,D min,Progressive House,Lost & Found,2020-08-03,13761490.0
17,5:09,2020-05-22,124.0,E min,House,There Was Jack,2020-08-03,13496482.0
18,7:23,2020-07-17,122.0,F♯ maj,Melodic House & Techno,AFTR:HRS,2020-08-03,13822880.0
19,6:13,2020-07-06,131.0,G min,Tech House,Solid Grooves Raw,2020-08-03,13901197.0
20,4:40,2020-04-24,125.0,A min,Tech House,Sink or Swim,2020-08-03,13395227.0
21,5:08,2020-05-29,125.0,D min,House,Defected,2020-08-03,13591932.0
22,8:25,2020-07-17,130.0,A♯ maj,Techno (Peak Time / Driving),Drumcode,2020-08-03,13857875.0
23,4:17,2020-07-02,125.0,B min,House,Techne,2020-08-03,13809381.0
24,6:10,2020-06-19,122.0,G♯ min,House,Altra Moda,2020-08-03,13667383.0
25,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-08-03,13826608.0
26,6:08,2020-07-17,122.0,A min,House,Toolroom,2020-08-03,13855552.0
27,8:09,2020-07-27,123.0,G min,Progressive House,Lost & Found,2020-08-03,13761491.0
28,6:24,2020-06-11,135.0,C maj,Techno (Peak Time / Driving),KNTXT,2020-08-03,13636228.0
29,6:11,2020-07-23,125.0,G min,Melodic House & Techno,Ellum,2020-08-03,13948878.0
30,4:31,2020-06-12,125.0,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-08-03,13480274.0
31,6:53,2020-06-26,122.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-08-03,13802708.0
32,5:11,2020-07-17,124.0,F maj,Tech House,DIRTYBIRD,2020-08-03,13900949.0
33,7:16,2020-05-29,120.0,D min,Melodic House & Techno,Siamese,2020-08-03,13614894.0
34,6:51,2020-04-03,126.0,A♯ min,Tech House,Glasgow Underground,2020-08-03,13304611.0
35,6:51,2020-07-17,122.0,A♯ maj,Progressive House,Anjunadeep,2020-08-03,13857948.0
36,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-08-03,13270039.0
37,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-08-03,13778040.0
38,6:16,2020-07-24,130.0,E min,Techno (Peak Time / Driving),1605,2020-08-03,13807807.0
39,4:25,2020-07-23,88.0,A♯ min,Drum & Bass,Souped Up Records,2020-08-03,13944277.0
40,5:21,2020-07-31,127.0,B min,Tech House,Black Book Records,2020-08-03,13906746.0
41,7:37,2020-06-29,129.0,F♯ min,Techno (Peak Time / Driving),Drumcode,2020-08-03,13774828.0
42,8:21,2020-05-29,124.0,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-08-03,13579243.0
43,7:30,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Terminal M,2020-08-03,13743538.0
44,5:26,2020-02-21,124.0,D min,House,HouseU,2020-08-03,13098550.0
45,6:20,2020-07-08,123.0,F min,Indie Dance,Counter Records,2020-08-03,13891474.0
46,5:54,2020-06-05,126.0,A♯ min,Tech House,Repopulate Mars,2020-08-03,13614826.0
47,6:52,2020-05-08,128.0,G♯ maj,Techno (Peak Time / Driving),1605,2020-08-03,13448171.0
48,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-08-03,13822322.0
49,5:20,2020-05-15,126.0,A♯ maj,Tech House,Black Book Records,2020-08-03,13576310.0
50,7:22,2020-05-01,123.0,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-08-03,13527555.0
51,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-08-03,13962442.0
52,5:21,2020-07-16,85.0,A♯ min,Drum & Bass,Hospital Records,2020-08-03,13910526.0
53,7:09,2020-07-06,128.0,D♯ min,Techno (Peak Time / Driving),SubVision,2020-08-03,13748520.0
54,3:24,2020-07-24,175.0,E min,Drum & Bass,Crucast,2020-08-03,13911421.0
55,7:44,2020-04-17,122.0,A min,Melodic House & Techno,RCA Records Label,2020-08-03,13358612.0
56,7:29,2020-07-28,123.0,C♯ maj,Melodic House & Techno,Anjunadeep,2020-08-03,13921120.0
57,7:19,2020-07-20,128.0,D maj,Tech House,Different,2020-08-03,13923760.0
58,6:45,2020-07-24,125.0,G maj,House,Get Physical Music,2020-08-03,13815035.0
59,7:02,2020-07-16,122.0,D min,Deep House,Heat Up Music,2020-08-03,13836613.0
60,5:10,2020-05-15,124.0,C min,Dance,Ultra,2020-08-03,13544804.0
61,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-08-03,13798519.0
62,3:22,2020-07-03,127.0,A min,Bass House,Musical Freedom,2020-08-03,13764976.0
63,6:44,2020-06-26,133.0,A♯ maj,Techno (Peak Time / Driving),Filth on Acid,2020-08-03,13750903.0
64,5:42,2020-07-03,124.0,A maj,House,There Was Jack,2020-08-03,13784893.0
65,7:52,2020-07-24,120.0,A min,Melodic House & Techno,VOD,2020-08-03,13915036.0
66,6:00,2020-07-24,120.0,F♯ min,House,Toolroom,2020-08-03,13883397.0
67,8:17,2020-06-26,123.0,G maj,Organic House / Downtempo,Mobilee Records,2020-08-03,13731107.0
68,6:15,2020-07-24,123.0,E maj,Afro House,VOD,2020-08-03,13915037.0
69,6:20,2020-05-29,123.0,E min,Nu Disco / Disco,Different,2020-08-03,13601981.0
70,5:32,2020-07-24,123.0,F maj,Dance,Columbia (Sony),2020-08-03,13965724.0
71,6:36,2020-07-31,125.0,A min,House,Defected,2020-08-03,13959866.0
72,6:43,2020-07-23,128.0,F min,Melodic House & Techno,Ellum,2020-08-03,13948877.0
73,5:34,2020-07-10,133.0,D min,Techno (Raw / Deep / Hypnotic),UNCAGE,2020-08-03,13819650.0
74,8:08,2020-05-29,122.0,A♯ min,Melodic House & Techno,Keinemusik,2020-08-03,13602015.0
75,4:26,2020-07-16,126.0,F♯ min,Big Room,Parlophone (France),2020-08-03,13962433.0
76,7:44,2020-07-27,123.0,E min,Progressive House,Outta Limits,2020-08-03,13966068.0
77,4:57,2020-07-20,87.0,B min,Drum & Bass,V Recordings,2020-08-03,13814438.0
78,7:54,2020-07-10,122.0,A min,Organic House / Downtempo,All Day I Dream ,2020-08-03,13812377.0
79,6:37,2020-05-25,132.0,C♯ min,Techno (Peak Time / Driving),Fe Chrome,2020-08-03,13591419.0
80,7:01,2020-07-10,128.0,D min,Minimal / Deep Tech,Locus,2020-08-03,13797280.0
81,7:03,2020-07-06,123.0,G maj,Progressive House,MIR MUSIC,2020-08-03,13418144.0
82,7:36,2020-07-24,123.0,B min,Progressive House,Replug,2020-08-03,13876676.0
83,4:48,2020-06-05,122.0,D♯ maj,Funky / Groove / Jackin' House,Rawtone Black,2020-08-03,13635704.0
84,9:14,2020-07-10,122.0,F maj,Organic House / Downtempo,All Day I Dream ,2020-08-03,13812379.0
85,5:25,2020-07-03,126.0,A min,Tech House,Hood Politics Records,2020-08-03,13827702.0
86,3:36,2020-07-27,87.0,B min,Drum & Bass,Jungle Cakes,2020-08-03,13949194.0
87,7:07,2020-07-27,127.0,G min,Minimal / Deep Tech,PIV,2020-08-03,13753272.0
88,6:26,2020-07-24,128.0,A♯ maj,Tech House,Hot Creations,2020-08-03,13886283.0
89,7:42,2020-07-03,138.0,D♯ min,Trance,Amsterdam Trance Records (RazNitzanMusic),2020-08-03,13822835.0
90,7:17,2020-03-13,124.0,C♯ maj,House,Different,2020-08-03,13224643.0
91,7:08,2020-03-13,130.0,E min,Techno (Peak Time / Driving),Perfekt Groove Recordings,2020-08-03,13233333.0
92,4:36,2020-02-21,120.0,A maj,Nu Disco / Disco,Prison Entertainment,2020-08-03,13201928.0
93,4:05,2020-07-20,124.0,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-08-03,13871510.0
94,6:51,2020-07-24,122.0,D♯ min,Melodic House & Techno,Radikon,2020-08-03,13741892.0
95,5:38,2020-07-13,125.0,D min,Minimal / Deep Tech,Moan,2020-08-03,13906513.0
96,7:17,2020-06-05,126.0,F maj,Deep House,Heist Recordings,2020-08-03,13616618.0
97,4:31,2020-05-29,175.0,C maj,Drum & Bass,Cult.ure,2020-08-03,13678126.0
98,6:02,2020-06-15,123.0,A min,Deep House,Stripped Digital,2020-08-03,13562146.0
99,8:25,2020-07-24,123.0,A min,Afro House,Get Physical Music,2020-08-03,13815036.0
100,5:41,2020-07-17,125.0,D maj,Tech House,Sink or Swim,2020-08-03,13846891.0
1,6:22,2020-06-26,126.0,B min,House,Defected,2020-08-05,13775146.0
2,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-08-05,13950938.0
3,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-08-05,13739724.0
4,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-08-05,13602183.0
5,6:17,2020-07-17,128.0,B min,House,Defected,2020-08-05,13683546.0
